NASA Surface meteorology and Solar Energy: Global Data
Monthly Averaged Insolation Clearness Index (0 to 1.0)

Monthly average for July 1983 - June 1993

Lat Lon Jan Feb Mar Apr May  Jun  Jul  Aug  Sep  Oct  Nov  Dec
31 175 0.50 0.50 0.51 0.49 0.55 0.56 0.61 0.61 0.60 0.58 0.50 0.48
31 176 0.50 0.50 0.52 0.50 0.55 0.56 0.61 0.62 0.60 0.58 0.50 0.48
31 177 0.51 0.50 0.52 0.50 0.55 0.56 0.61 0.62 0.60 0.57 0.50 0.48
31 178 0.51 0.50 0.52 0.50 0.55 0.56 0.61 0.62 0.60 0.57 0.50 0.48
31 179 0.51 0.49 0.52 0.50 0.55 0.56 0.61 0.62 0.60 0.56 0.50 0.48
32 0 0.57 0.59 0.61 0.64 0.64 0.65 0.68 0.67 0.65 0.60 0.58 0.56
32 1 0.57 0.59 0.61 0.64 0.64 0.65 0.68 0.68 0.65 0.61 0.58 0.56
32 2 0.57 0.60 0.62 0.65 0.64 0.65 0.69 0.68 0.66 0.61 0.58 0.57
32 3 0.58 0.61 0.62 0.65 0.65 0.65 0.69 0.69 0.66 0.61 0.58 0.58
32 4 0.58 0.62 0.62 0.66 0.65 0.65 0.70 0.69 0.66 0.61 0.58 0.58
32 5 0.58 0.62 0.62 0.65 0.64 0.65 0.70 0.69 0.67 0.61 0.58 0.58
32 6 0.58 0.62 0.62 0.65 0.64 0.65 0.70 0.69 0.67 0.61 0.58 0.58
32 7 0.58 0.62 0.62 0.65 0.64 0.65 0.70 0.70 0.67 0.60 0.58 0.58
32 8 0.58 0.61 0.61 0.64 0.63 0.65 0.70 0.70 0.66 0.60 0.58 0.57
32 9 0.58 0.60 0.60 0.62 0.62 0.64 0.70 0.70 0.66 0.60 0.57 0.56
32 10 0.57 0.60 0.59 0.61 0.61 0.64 0.70 0.70 0.65 0.59 0.57 0.56
32 11 0.57 0.59 0.60 0.62 0.62 0.66 0.71 0.70 0.66 0.60 0.57 0.55
32 12 0.57 0.59 0.60 0.63 0.62 0.67 0.72 0.71 0.67 0.61 0.57 0.55
32 13 0.56 0.58 0.60 0.64 0.62 0.68 0.72 0.71 0.67 0.62 0.57 0.54
32 14 0.55 0.57 0.59 0.63 0.61 0.67 0.72 0.71 0.67 0.62 0.56 0.54
32 15 0.54 0.56 0.58 0.62 0.61 0.67 0.71 0.70 0.66 0.61 0.56 0.54
32 16 0.54 0.56 0.57 0.62 0.61 0.67 0.71 0.70 0.66 0.62 0.55 0.53
32 17 0.53 0.56 0.58 0.63 0.61 0.68 0.72 0.71 0.67 0.62 0.56 0.53
32 18 0.53 0.56 0.58 0.63 0.62 0.69 0.72 0.71 0.68 0.63 0.56 0.53
32 19 0.53 0.56 0.58 0.63 0.62 0.70 0.72 0.72 0.68 0.63 0.56 0.52
32 20 0.53 0.56 0.57 0.63 0.62 0.70 0.72 0.71 0.68 0.63 0.56 0.53
32 21 0.53 0.55 0.57 0.62 0.62 0.70 0.71 0.71 0.68 0.63 0.56 0.53
32 22 0.52 0.54 0.56 0.61 0.61 0.69 0.71 0.71 0.68 0.63 0.56 0.53
32 23 0.52 0.54 0.56 0.60 0.61 0.69 0.70 0.71 0.68 0.62 0.55 0.52
32 24 0.51 0.53 0.56 0.60 0.60 0.68 0.70 0.70 0.68 0.62 0.55 0.52
32 25 0.51 0.53 0.56 0.60 0.60 0.69 0.70 0.71 0.68 0.62 0.55 0.52
32 26 0.51 0.53 0.57 0.61 0.61 0.69 0.71 0.71 0.69 0.63 0.56 0.52
32 27 0.52 0.53 0.57 0.62 0.62 0.69 0.71 0.71 0.69 0.64 0.57 0.52
32 28 0.52 0.53 0.58 0.62 0.63 0.70 0.71 0.71 0.70 0.64 0.58 0.52
32 29 0.52 0.53 0.58 0.62 0.63 0.70 0.71 0.71 0.70 0.65 0.58 0.53
32 30 0.53 0.54 0.58 0.63 0.64 0.71 0.71 0.71 0.70 0.65 0.59 0.53
32 31 0.53 0.54 0.57 0.62 0.64 0.71 0.71 0.71 0.70 0.65 0.59 0.53
32 32 0.52 0.53 0.56 0.61 0.63 0.70 0.70 0.70 0.69 0.64 0.58 0.53
32 33 0.51 0.51 0.55 0.60 0.62 0.69 0.70 0.70 0.69 0.63 0.57 0.52
32 34 0.50 0.51 0.55 0.59 0.62 0.69 0.69 0.69 0.68 0.63 0.56 0.51
32 35 0.50 0.51 0.55 0.60 0.62 0.69 0.70 0.69 0.68 0.62 0.56 0.51
32 36 0.50 0.52 0.55 0.60 0.63 0.69 0.70 0.69 0.68 0.62 0.56 0.51
32 37 0.51 0.53 0.55 0.59 0.63 0.70 0.71 0.70 0.68 0.61 0.55 0.51
32 38 0.52 0.54 0.56 0.60 0.63 0.70 0.71 0.70 0.68 0.62 0.56 0.52
32 39 0.54 0.56 0.57 0.60 0.63 0.71 0.72 0.70 0.69 0.62 0.56 0.53
32 40 0.54 0.56 0.57 0.60 0.63 0.71 0.72 0.70 0.69 0.63 0.57 0.54
32 41 0.55 0.56 0.57 0.60 0.63 0.71 0.72 0.71 0.69 0.63 0.56 0.54
32 42 0.55 0.57 0.57 0.60 0.63 0.71 0.72 0.71 0.70 0.63 0.56 0.54
32 43 0.54 0.56 0.56 0.60 0.63 0.71 0.72 0.71 0.70 0.62 0.55 0.53
32 44 0.54 0.55 0.55 0.58 0.62 0.71 0.71 0.70 0.70 0.62 0.54 0.53
32 45 0.53 0.54 0.54 0.57 0.61 0.70 0.71 0.70 0.69 0.61 0.53 0.52
32 46 0.52 0.54 0.53 0.56 0.61 0.70 0.71 0.70 0.70 0.61 0.53 0.51
32 47 0.51 0.53 0.52 0.56 0.61 0.71 0.71 0.70 0.70 0.62 0.53 0.50
32 48 0.49 0.51 0.51 0.56 0.61 0.71 0.71 0.70 0.71 0.63 0.54 0.49
32 49 0.47 0.49 0.49 0.55 0.61 0.71 0.71 0.70 0.71 0.63 0.54 0.48
32 50 0.48 0.50 0.50 0.55 0.61 0.71 0.70 0.70 0.71 0.64 0.55 0.49
32 51 0.50 0.52 0.50 0.55 0.61 0.71 0.70 0.69 0.70 0.64 0.56 0.50
32 52 0.54 0.55 0.52 0.56 0.61 0.70 0.70 0.69 0.70 0.65 0.57 0.53
32 53 0.55 0.56 0.53 0.56 0.61 0.70 0.69 0.69 0.70 0.65 0.58 0.54
32 54 0.56 0.57 0.53 0.57 0.62 0.70 0.69 0.69 0.70 0.65 0.59 0.54
32 55 0.55 0.56 0.53 0.57 0.62 0.70 0.70 0.69 0.70 0.66 0.59 0.54
32 56 0.55 0.56 0.53 0.57 0.62 0.69 0.69 0.69 0.69 0.66 0.60 0.54
32 57 0.54 0.55 0.53 0.57 0.62 0.69 0.69 0.68 0.69 0.66 0.60 0.53
32 58 0.54 0.55 0.53 0.57 0.61 0.67 0.67 0.68 0.68 0.65 0.60 0.52
32 59 0.53 0.55 0.53 0.57 0.61 0.67 0.67 0.67 0.67 0.65 0.59 0.51
32 60 0.52 0.55 0.52 0.57 0.62 0.67 0.67 0.67 0.67 0.65 0.59 0.51
32 61 0.52 0.54 0.52 0.58 0.63 0.67 0.67 0.67 0.67 0.65 0.59 0.51
32 62 0.51 0.53 0.52 0.58 0.63 0.67 0.67 0.67 0.67 0.65 0.59 0.50
32 63 0.50 0.51 0.50 0.57 0.63 0.67 0.66 0.66 0.67 0.65 0.59 0.50
32 64 0.48 0.51 0.48 0.57 0.62 0.67 0.65 0.66 0.66 0.66 0.59 0.50
32 65 0.49 0.52 0.48 0.55 0.62 0.66 0.63 0.65 0.66 0.66 0.59 0.51
32 66 0.50 0.53 0.47 0.54 0.61 0.65 0.61 0.63 0.65 0.66 0.60 0.51
32 67 0.50 0.54 0.46 0.53 0.60 0.64 0.59 0.61 0.65 0.66 0.60 0.51
32 68 0.52 0.55 0.47 0.53 0.60 0.63 0.57 0.59 0.63 0.65 0.60 0.53
32 69 0.53 0.56 0.49 0.55 0.60 0.62 0.56 0.57 0.63 0.65 0.61 0.55
32 70 0.53 0.56 0.52 0.56 0.59 0.62 0.56 0.56 0.62 0.65 0.62 0.57
32 71 0.52 0.55 0.52 0.57 0.58 0.62 0.56 0.55 0.61 0.64 0.62 0.57
32 72 0.51 0.55 0.52 0.56 0.57 0.61 0.54 0.53 0.60 0.64 0.62 0.56
32 73 0.50 0.54 0.51 0.56 0.57 0.60 0.52 0.51 0.59 0.63 0.61 0.56
32 74 0.47 0.51 0.49 0.53 0.54 0.58 0.50 0.50 0.59 0.62 0.60 0.53
32 75 0.44 0.46 0.44 0.48 0.50 0.54 0.47 0.48 0.57 0.60 0.58 0.50
32 76 0.40 0.40 0.39 0.42 0.46 0.51 0.44 0.45 0.54 0.58 0.56 0.46
32 77 0.40 0.39 0.38 0.43 0.47 0.51 0.44 0.45 0.54 0.57 0.57 0.45
32 78 0.40 0.40 0.39 0.45 0.49 0.55 0.47 0.47 0.55 0.58 0.58 0.46
32 79 0.40 0.42 0.41 0.47 0.52 0.58 0.50 0.50 0.57 0.60 0.59 0.46
32 80 0.40 0.42 0.40 0.47 0.53 0.60 0.51 0.52 0.58 0.60 0.59 0.45
32 81 0.44 0.45 0.44 0.51 0.55 0.63 0.53 0.53 0.58 0.59 0.60 0.45
32 82 0.48 0.49 0.47 0.55 0.58 0.65 0.55 0.54 0.58 0.59 0.60 0.45
32 83 0.50 0.52 0.50 0.57 0.60 0.67 0.56 0.56 0.58 0.59 0.61 0.46
32 84 0.46 0.51 0.48 0.57 0.60 0.66 0.56 0.56 0.58 0.59 0.60 0.46
32 85 0.42 0.50 0.46 0.56 0.60 0.66 0.56 0.56 0.58 0.59 0.60 0.45
32 86 0.36 0.48 0.44 0.55 0.59 0.65 0.56 0.55 0.58 0.58 0.59 0.44
32 87 0.34 0.47 0.43 0.54 0.58 0.64 0.55 0.55 0.56 0.57 0.58 0.43
32 88 0.32 0.45 0.42 0.53 0.57 0.62 0.54 0.54 0.55 0.56 0.57 0.42
32 89 0.35 0.45 0.42 0.52 0.56 0.60 0.53 0.53 0.53 0.55 0.56 0.43
32 90 0.41 0.46 0.42 0.50 0.54 0.56 0.51 0.52 0.51 0.53 0.56 0.44
32 91 0.46 0.47 0.42 0.49 0.51 0.53 0.49 0.50 0.49 0.50 0.55 0.44
32 92 0.48 0.47 0.41 0.47 0.49 0.51 0.48 0.50 0.47 0.49 0.55 0.46
32 93 0.48 0.47 0.40 0.45 0.47 0.49 0.48 0.49 0.46 0.48 0.55 0.48
32 94 0.48 0.46 0.39 0.44 0.46 0.48 0.47 0.48 0.45 0.48 0.55 0.50
32 95 0.46 0.45 0.38 0.43 0.45 0.47 0.47 0.48 0.45 0.47 0.55 0.52
32 96 0.42 0.44 0.37 0.43 0.46 0.48 0.46 0.47 0.45 0.46 0.54 0.51
32 97 0.39 0.44 0.36 0.43 0.46 0.48 0.46 0.47 0.45 0.46 0.53 0.50
32 98 0.35 0.42 0.36 0.43 0.46 0.48 0.45 0.46 0.44 0.45 0.52 0.49
32 99 0.30 0.40 0.35 0.44 0.45 0.47 0.44 0.46 0.43 0.44 0.51 0.46
32 100 0.25 0.37 0.34 0.44 0.45 0.46 0.43 0.45 0.42 0.44 0.51 0.44
32 101 0.25 0.35 0.33 0.43 0.43 0.44 0.42 0.44 0.40 0.41 0.48 0.41
32 102 0.29 0.34 0.31 0.42 0.39 0.42 0.40 0.42 0.37 0.37 0.45 0.38
32 103 0.33 0.32 0.29 0.40 0.36 0.39 0.39 0.40 0.35 0.33 0.42 0.35
32 104 0.30 0.30 0.27 0.39 0.35 0.38 0.39 0.39 0.33 0.31 0.39 0.33
32 105 0.25 0.28 0.25 0.39 0.35 0.38 0.39 0.40 0.33 0.30 0.37 0.30
32 106 0.20 0.26 0.23 0.38 0.35 0.38 0.39 0.40 0.32 0.29 0.35 0.27
32 107 0.25 0.27 0.24 0.39 0.33 0.37 0.40 0.40 0.33 0.30 0.36 0.30
32 108 0.29 0.28 0.25 0.40 0.32 0.37 0.40 0.40 0.34 0.31 0.39 0.32
32 109 0.34 0.29 0.26 0.41 0.30 0.36 0.40 0.40 0.35 0.32 0.41 0.35
32 110 0.35 0.30 0.27 0.42 0.31 0.37 0.41 0.41 0.37 0.34 0.43 0.36
32 111 0.36 0.31 0.29 0.44 0.32 0.39 0.42 0.41 0.38 0.36 0.45 0.37
32 112 0.37 0.32 0.30 0.46 0.33 0.40 0.44 0.42 0.40 0.37 0.48 0.38
32 113 0.37 0.33 0.30 0.46 0.34 0.41 0.44 0.43 0.41 0.38 0.48 0.39
32 114 0.37 0.33 0.30 0.46 0.34 0.41 0.44 0.43 0.41 0.39 0.49 0.39
32 115 0.37 0.33 0.31 0.46 0.34 0.41 0.44 0.44 0.41 0.40 0.49 0.39
32 116 0.37 0.33 0.31 0.46 0.34 0.41 0.44 0.43 0.41 0.40 0.49 0.40
32 117 0.37 0.32 0.31 0.45 0.34 0.40 0.44 0.43 0.41 0.41 0.49 0.40
32 118 0.37 0.32 0.31 0.44 0.35 0.39 0.44 0.43 0.40 0.41 0.49 0.41
32 119 0.39 0.35 0.34 0.45 0.38 0.40 0.45 0.46 0.42 0.43 0.49 0.43
32 120 0.41 0.39 0.37 0.46 0.41 0.41 0.46 0.48 0.44 0.46 0.50 0.44
32 121 0.44 0.42 0.41 0.47 0.44 0.42 0.47 0.51 0.45 0.48 0.50 0.46
32 122 0.42 0.42 0.42 0.48 0.45 0.42 0.48 0.52 0.47 0.50 0.49 0.45
32 123 0.41 0.41 0.43 0.48 0.46 0.43 0.49 0.54 0.48 0.51 0.49 0.44
32 124 0.40 0.41 0.44 0.49 0.48 0.43 0.50 0.55 0.49 0.53 0.48 0.43
32 125 0.40 0.40 0.44 0.49 0.47 0.43 0.50 0.54 0.49 0.53 0.49 0.43
32 126 0.40 0.40 0.43 0.49 0.47 0.42 0.50 0.54 0.49 0.53 0.49 0.44
32 127 0.41 0.40 0.43 0.48 0.46 0.42 0.50 0.53 0.49 0.53 0.50 0.45
32 128 0.41 0.41 0.43 0.48 0.46 0.41 0.50 0.53 0.49 0.53 0.49 0.45
32 129 0.42 0.41 0.42 0.47 0.45 0.40 0.49 0.53 0.48 0.52 0.49 0.46
32 130 0.43 0.42 0.42 0.47 0.44 0.39 0.49 0.52 0.48 0.51 0.49 0.47
32 131 0.43 0.42 0.42 0.48 0.45 0.40 0.50 0.54 0.48 0.50 0.48 0.47
32 132 0.44 0.43 0.42 0.48 0.45 0.41 0.51 0.55 0.49 0.49 0.48 0.47
32 133 0.44 0.43 0.43 0.48 0.45 0.41 0.52 0.55 0.49 0.48 0.48 0.48
32 134 0.44 0.43 0.43 0.49 0.46 0.41 0.52 0.56 0.50 0.48 0.48 0.48
32 135 0.44 0.43 0.44 0.49 0.46 0.41 0.53 0.57 0.51 0.47 0.48 0.48
32 136 0.45 0.44 0.44 0.49 0.46 0.42 0.53 0.58 0.52 0.47 0.48 0.49
32 137 0.44 0.44 0.43 0.49 0.47 0.42 0.53 0.59 0.52 0.46 0.47 0.48
32 138 0.44 0.43 0.42 0.49 0.47 0.42 0.53 0.59 0.53 0.46 0.47 0.48
32 139 0.43 0.43 0.42 0.49 0.48 0.43 0.54 0.60 0.53 0.46 0.47 0.47
32 140 0.42 0.42 0.41 0.49 0.48 0.43 0.54 0.60 0.54 0.46 0.46 0.46
32 141 0.41 0.41 0.40 0.49 0.47 0.43 0.54 0.61 0.54 0.46 0.45 0.45
32 142 0.40 0.40 0.40 0.49 0.47 0.43 0.54 0.61 0.55 0.46 0.44 0.44
32 143 0.40 0.40 0.40 0.48 0.47 0.44 0.54 0.61 0.55 0.46 0.44 0.43
32 144 0.40 0.41 0.41 0.48 0.47 0.44 0.54 0.61 0.56 0.47 0.44 0.43
32 145 0.41 0.41 0.42 0.48 0.47 0.44 0.55 0.61 0.57 0.47 0.44 0.43
32 146 0.41 0.41 0.42 0.47 0.47 0.45 0.55 0.61 0.57 0.48 0.44 0.43
32 147 0.42 0.42 0.43 0.47 0.47 0.45 0.56 0.61 0.58 0.48 0.44 0.43
32 148 0.42 0.42 0.43 0.47 0.47 0.46 0.56 0.61 0.58 0.49 0.44 0.43
32 149 0.43 0.43 0.44 0.46 0.47 0.46 0.56 0.61 0.59 0.49 0.44 0.43
32 150 0.43 0.43 0.44 0.46 0.47 0.47 0.57 0.61 0.59 0.50 0.44 0.43
32 151 0.44 0.44 0.44 0.46 0.47 0.47 0.57 0.61 0.59 0.50 0.44 0.43
32 152 0.44 0.44 0.44 0.46 0.47 0.47 0.56 0.61 0.59 0.51 0.44 0.44
32 153 0.45 0.45 0.44 0.46 0.47 0.48 0.56 0.60 0.59 0.51 0.44 0.44
32 154 0.45 0.45 0.44 0.46 0.47 0.48 0.55 0.60 0.59 0.52 0.45 0.44
32 155 0.46 0.46 0.44 0.46 0.47 0.48 0.55 0.60 0.59 0.52 0.45 0.45
32 156 0.46 0.46 0.44 0.46 0.46 0.48 0.54 0.59 0.59 0.53 0.46 0.45
32 157 0.46 0.46 0.44 0.45 0.47 0.48 0.54 0.59 0.59 0.53 0.46 0.45
32 158 0.46 0.46 0.44 0.45 0.47 0.48 0.54 0.59 0.59 0.53 0.46 0.45
32 159 0.46 0.46 0.44 0.45 0.47 0.48 0.54 0.59 0.59 0.54 0.47 0.46
32 160 0.47 0.46 0.45 0.45 0.48 0.49 0.54 0.59 0.59 0.54 0.47 0.46
32 161 0.47 0.47 0.45 0.44 0.48 0.49 0.54 0.59 0.59 0.55 0.47 0.46
32 162 0.47 0.47 0.45 0.44 0.48 0.50 0.55 0.60 0.59 0.55 0.48 0.46
32 163 0.47 0.47 0.45 0.44 0.49 0.50 0.55 0.59 0.59 0.56 0.48 0.46
32 164 0.47 0.48 0.46 0.45 0.49 0.50 0.55 0.59 0.59 0.56 0.48 0.46
32 165 0.47 0.48 0.46 0.45 0.49 0.50 0.55 0.59 0.59 0.56 0.48 0.46
32 166 0.47 0.48 0.46 0.45 0.49 0.50 0.55 0.59 0.59 0.56 0.48 0.46
32 167 0.47 0.48 0.46 0.45 0.49 0.51 0.56 0.59 0.59 0.56 0.48 0.46
32 168 0.47 0.49 0.47 0.45 0.49 0.51 0.56 0.58 0.59 0.56 0.48 0.47
32 169 0.48 0.49 0.48 0.45 0.50 0.52 0.57 0.59 0.59 0.56 0.49 0.47
32 170 0.48 0.49 0.48 0.46 0.50 0.52 0.57 0.59 0.59 0.56 0.48 0.47
32 171 0.48 0.50 0.49 0.46 0.50 0.52 0.58 0.59 0.59 0.56 0.48 0.46
32 172 0.48 0.50 0.49 0.46 0.51 0.52 0.58 0.59 0.58 0.56 0.48 0.46
32 173 0.48 0.49 0.49 0.46 0.51 0.52 0.58 0.59 0.58 0.56 0.48 0.46
32 174 0.48 0.49 0.49 0.47 0.51 0.53 0.59 0.60 0.58 0.56 0.48 0.46
32 175 0.48 0.49 0.49 0.47 0.52 0.53 0.59 0.60 0.58 0.56 0.48 0.46
32 176 0.48 0.49 0.50 0.47 0.52 0.53 0.59 0.60 0.58 0.55 0.48 0.46
32 177 0.49 0.48 0.50 0.47 0.53 0.53 0.59 0.61 0.59 0.55 0.48 0.47
32 178 0.49 0.49 0.50 0.48 0.53 0.53 0.60 0.61 0.58 0.54 0.48 0.47
32 179 0.49 0.48 0.50 0.48 0.53 0.53 0.60 0.61 0.58 0.54 0.48 0.47
33 0 0.54 0.56 0.58 0.61 0.61 0.63 0.67 0.65 0.63 0.59 0.55 0.54
33 1 0.53 0.56 0.58 0.61 0.62 0.63 0.67 0.66 0.63 0.59 0.56 0.53
33 2 0.54 0.57 0.59 0.62 0.62 0.63 0.67 0.66 0.64 0.59 0.56 0.54
33 3 0.55 0.58 0.60 0.63 0.63 0.64 0.68 0.67 0.64 0.59 0.56 0.55
33 4 0.56 0.59 0.60 0.64 0.63 0.64 0.68 0.67 0.65 0.59 0.57 0.56
33 5 0.56 0.59 0.60 0.63 0.63 0.63 0.69 0.68 0.65 0.59 0.56 0.56
33 6 0.56 0.59 0.60 0.63 0.62 0.63 0.69 0.68 0.65 0.58 0.56 0.56
33 7 0.56 0.59 0.59 0.63 0.62 0.63 0.69 0.68 0.65 0.58 0.56 0.55
33 8 0.56 0.59 0.58 0.61 0.61 0.63 0.69 0.68 0.65 0.57 0.55 0.55
33 9 0.56 0.58 0.57 0.60 0.60 0.63 0.69 0.69 0.64 0.57 0.55 0.55
33 10 0.56 0.58 0.56 0.58 0.59 0.63 0.69 0.69 0.64 0.57 0.55 0.54
33 11 0.55 0.58 0.58 0.60 0.60 0.64 0.70 0.70 0.65 0.58 0.55 0.53
33 12 0.55 0.58 0.59 0.62 0.61 0.66 0.71 0.70 0.66 0.60 0.56 0.52
33 13 0.54 0.58 0.61 0.64 0.62 0.67 0.72 0.71 0.67 0.61 0.56 0.51
33 14 0.53 0.57 0.60 0.64 0.62 0.68 0.72 0.71 0.68 0.61 0.56 0.51
33 15 0.53 0.57 0.60 0.64 0.63 0.69 0.73 0.71 0.68 0.62 0.56 0.52
33 16 0.53 0.56 0.60 0.65 0.63 0.70 0.73 0.72 0.68 0.62 0.55 0.52
33 17 0.52 0.56 0.60 0.65 0.63 0.70 0.73 0.72 0.69 0.63 0.56 0.52
33 18 0.52 0.56 0.59 0.65 0.63 0.70 0.73 0.72 0.69 0.63 0.56 0.51
33 19 0.52 0.56 0.59 0.65 0.63 0.71 0.73 0.72 0.69 0.63 0.56 0.51
33 20 0.52 0.55 0.58 0.64 0.63 0.71 0.73 0.72 0.70 0.64 0.55 0.51
33 21 0.52 0.55 0.58 0.64 0.63 0.71 0.73 0.72 0.70 0.64 0.55 0.52
33 22 0.52 0.54 0.57 0.63 0.63 0.70 0.73 0.72 0.70 0.64 0.55 0.52
33 23 0.52 0.55 0.58 0.64 0.63 0.71 0.73 0.73 0.71 0.65 0.55 0.52
33 24 0.53 0.55 0.59 0.64 0.63 0.71 0.73 0.73 0.71 0.66 0.56 0.52
33 25 0.53 0.56 0.60 0.64 0.64 0.72 0.74 0.73 0.72 0.67 0.57 0.52
33 26 0.53 0.56 0.60 0.64 0.65 0.72 0.74 0.73 0.72 0.67 0.57 0.52
33 27 0.53 0.55 0.60 0.64 0.65 0.72 0.74 0.73 0.72 0.67 0.58 0.52
33 28 0.53 0.55 0.60 0.64 0.66 0.72 0.74 0.73 0.72 0.67 0.59 0.52
33 29 0.54 0.55 0.60 0.64 0.66 0.72 0.73 0.73 0.72 0.67 0.59 0.53
33 30 0.54 0.55 0.59 0.64 0.66 0.72 0.73 0.72 0.72 0.67 0.59 0.53
33 31 0.54 0.56 0.59 0.64 0.66 0.72 0.72 0.72 0.72 0.67 0.59 0.53
33 32 0.52 0.54 0.57 0.63 0.65 0.71 0.71 0.71 0.71 0.65 0.58 0.52
33 33 0.51 0.52 0.56 0.62 0.64 0.70 0.70 0.70 0.69 0.64 0.57 0.51
33 34 0.49 0.50 0.55 0.61 0.63 0.69 0.69 0.69 0.68 0.63 0.56 0.50
33 35 0.49 0.50 0.54 0.60 0.63 0.69 0.70 0.69 0.68 0.62 0.55 0.49
33 36 0.49 0.51 0.54 0.59 0.62 0.69 0.70 0.69 0.68 0.61 0.54 0.49
33 37 0.49 0.51 0.53 0.58 0.62 0.69 0.71 0.69 0.67 0.60 0.53 0.49
33 38 0.50 0.52 0.54 0.58 0.62 0.70 0.71 0.70 0.68 0.60 0.54 0.50
33 39 0.52 0.54 0.55 0.59 0.62 0.70 0.71 0.70 0.68 0.61 0.55 0.51
33 40 0.53 0.55 0.56 0.59 0.63 0.71 0.72 0.70 0.69 0.61 0.56 0.53
33 41 0.53 0.55 0.56 0.59 0.63 0.71 0.71 0.70 0.69 0.62 0.55 0.52
33 42 0.53 0.55 0.56 0.59 0.63 0.71 0.71 0.71 0.69 0.62 0.55 0.52
33 43 0.53 0.55 0.55 0.59 0.63 0.71 0.71 0.71 0.70 0.62 0.54 0.52
33 44 0.52 0.54 0.54 0.57 0.61 0.70 0.71 0.70 0.69 0.61 0.53 0.51
33 45 0.51 0.53 0.53 0.55 0.60 0.70 0.70 0.70 0.69 0.60 0.52 0.51
33 46 0.51 0.52 0.51 0.53 0.59 0.70 0.70 0.69 0.69 0.60 0.51 0.50
33 47 0.48 0.49 0.50 0.53 0.59 0.70 0.70 0.69 0.69 0.60 0.51 0.48
33 48 0.46 0.47 0.49 0.53 0.59 0.70 0.70 0.70 0.70 0.61 0.52 0.47
33 49 0.43 0.45 0.47 0.53 0.59 0.71 0.70 0.70 0.71 0.62 0.52 0.45
33 50 0.47 0.49 0.49 0.54 0.59 0.70 0.70 0.69 0.70 0.63 0.53 0.48
33 51 0.51 0.53 0.51 0.55 0.60 0.70 0.69 0.69 0.70 0.63 0.55 0.51
33 52 0.55 0.57 0.53 0.57 0.60 0.69 0.69 0.69 0.69 0.64 0.57 0.54
33 53 0.55 0.56 0.53 0.57 0.61 0.69 0.69 0.69 0.69 0.64 0.57 0.54
33 54 0.55 0.55 0.53 0.57 0.61 0.69 0.69 0.69 0.69 0.64 0.58 0.54
33 55 0.54 0.54 0.53 0.57 0.62 0.69 0.69 0.69 0.69 0.65 0.58 0.53
33 56 0.53 0.54 0.53 0.57 0.61 0.68 0.68 0.68 0.68 0.64 0.58 0.52
33 57 0.52 0.54 0.52 0.57 0.61 0.67 0.67 0.67 0.68 0.64 0.58 0.52
33 58 0.51 0.53 0.52 0.56 0.60 0.66 0.66 0.67 0.67 0.64 0.58 0.51
33 59 0.51 0.53 0.52 0.56 0.60 0.66 0.67 0.67 0.67 0.64 0.58 0.50
33 60 0.51 0.53 0.51 0.56 0.61 0.66 0.67 0.67 0.66 0.64 0.58 0.50
33 61 0.50 0.53 0.51 0.56 0.62 0.67 0.67 0.67 0.66 0.64 0.58 0.49
33 62 0.48 0.49 0.48 0.55 0.61 0.67 0.67 0.67 0.66 0.65 0.58 0.48
33 63 0.45 0.46 0.46 0.55 0.61 0.67 0.67 0.67 0.66 0.65 0.58 0.46
33 64 0.43 0.43 0.43 0.54 0.60 0.66 0.66 0.66 0.66 0.65 0.58 0.45
33 65 0.45 0.45 0.42 0.52 0.59 0.66 0.65 0.65 0.66 0.65 0.58 0.45
33 66 0.46 0.47 0.41 0.51 0.59 0.65 0.64 0.64 0.66 0.65 0.59 0.45
33 67 0.48 0.48 0.40 0.50 0.58 0.64 0.62 0.63 0.66 0.65 0.59 0.45
33 68 0.50 0.50 0.44 0.52 0.59 0.63 0.60 0.60 0.64 0.65 0.60 0.48
33 69 0.52 0.52 0.47 0.53 0.59 0.62 0.58 0.58 0.63 0.65 0.62 0.51
33 70 0.54 0.54 0.51 0.55 0.59 0.62 0.57 0.56 0.62 0.64 0.63 0.54
33 71 0.53 0.52 0.50 0.55 0.58 0.61 0.55 0.54 0.61 0.63 0.62 0.53
33 72 0.51 0.51 0.49 0.54 0.57 0.60 0.53 0.52 0.59 0.62 0.61 0.52
33 73 0.50 0.50 0.48 0.53 0.56 0.59 0.50 0.50 0.58 0.61 0.60 0.51
33 74 0.45 0.45 0.43 0.47 0.50 0.55 0.48 0.49 0.57 0.59 0.58 0.48
33 75 0.40 0.39 0.37 0.41 0.45 0.51 0.46 0.47 0.56 0.57 0.55 0.44
33 76 0.35 0.33 0.31 0.35 0.40 0.48 0.44 0.46 0.54 0.55 0.52 0.39
33 77 0.36 0.35 0.34 0.39 0.43 0.52 0.46 0.48 0.56 0.56 0.54 0.41
33 78 0.38 0.38 0.38 0.43 0.48 0.56 0.50 0.51 0.58 0.57 0.56 0.43
33 79 0.39 0.41 0.41 0.48 0.52 0.61 0.53 0.54 0.59 0.59 0.59 0.45
33 80 0.40 0.42 0.41 0.49 0.53 0.62 0.54 0.55 0.59 0.58 0.58 0.44
33 81 0.42 0.44 0.43 0.52 0.55 0.63 0.55 0.56 0.58 0.57 0.57 0.43
